Date,Price
"Aug 10, 2015",63.773
"Aug 07, 2015",63.739
"Aug 06, 2015",63.722
"Aug 05, 2015",63.692
"Aug 04, 2015",63.798
"Aug 03, 2015",64.177
"Jul 31, 2015",63.988
"Jul 30, 2015",64.138
"Jul 29, 2015",63.821
"Jul 28, 2015",63.799
"Jul 27, 2015",64.202
"Jul 24, 2015",64.106
"Jul 23, 2015",63.921
"Jul 22, 2015",63.571
"Jul 21, 2015",63.583
"Jul 20, 2015",63.6
"Jul 17, 2015",63.492
"Jul 16, 2015",63.463
"Jul 15, 2015",63.507
"Jul 14, 2015",63.281
"Jul 13, 2015",63.45
"Jul 10, 2015",63.358
"Jul 09, 2015",63.318
"Jul 08, 2015",63.459
"Jul 07, 2015",63.476
"Jul 06, 2015",63.264
"Jul 03, 2015",63.411
"Jul 02, 2015",63.299
"Jul 01, 2015",63.55
"Jun 30, 2015",63.604
"Jun 29, 2015",63.707
"Jun 26, 2015",63.452
"Jun 25, 2015",63.518
"Jun 24, 2015",63.526
"Jun 23, 2015",63.607
"Jun 22, 2015",63.523
"Jun 19, 2015",63.5
"Jun 18, 2015",63.577
"Jun 17, 2015",64.011
"Jun 16, 2015",64.166
"Jun 15, 2015",64.085
"Jun 12, 2015",64.1
"Jun 11, 2015",63.959
"Jun 10, 2015",63.766
"Jun 09, 2015",64.01
"Jun 08, 2015",63.947
"Jun 05, 2015",63.77
"Jun 04, 2015",63.964
"Jun 03, 2015",63.997
"Jun 02, 2015",63.689
"Jun 01, 2015",63.594
"May 29, 2015",63.743
"May 28, 2015",63.763
"May 27, 2015",63.826
"May 26, 2015",63.972
"May 25, 2015",63.496
"May 22, 2015",63.49
"May 21, 2015",63.58
"May 20, 2015",63.598
"May 19, 2015",63.763
"May 18, 2015",63.708
"May 15, 2015",63.44
"May 14, 2015",63.383
"May 13, 2015",64.013
"May 12, 2015",64.147
"May 11, 2015",64.007
"May 08, 2015",63.711
"May 07, 2015",64.073
"May 06, 2015",63.621
"May 05, 2015",63.369
"May 04, 2015",63.516
"May 01, 2015",63.719
"Apr 30, 2015",63.529
"Apr 29, 2015",63.46
"Apr 28, 2015",63.053
"Apr 27, 2015",63.346
"Apr 24, 2015",63.662
"Apr 23, 2015",63.277
"Apr 22, 2015",62.98
"Apr 21, 2015",62.854
"Apr 20, 2015",63.137
"Apr 17, 2015",62.55
"Apr 16, 2015",62.317
"Apr 15, 2015",62.36
"Apr 14, 2015",62.268
"Apr 13, 2015",62.407
"Apr 10, 2015",62.276
"Apr 09, 2015",62.306
"Apr 08, 2015",62.192
"Apr 07, 2015",62.296
"Apr 06, 2015",62.207
"Apr 03, 2015",61.96
"Apr 02, 2015",62.067
"Apr 01, 2015",62.142
"Mar 31, 2015",62.291
"Mar 30, 2015",62.51
"Mar 27, 2015",62.523
"Mar 26, 2015",62.836
"Mar 25, 2015",62.412
"Mar 24, 2015",62.348
"Mar 23, 2015",62.23
"Mar 20, 2015",62.41
"Mar 19, 2015",62.49
"Mar 18, 2015",62.701
"Mar 17, 2015",62.623
"Mar 16, 2015",62.78
"Mar 13, 2015",63.083
"Mar 12, 2015",62.542
"Mar 11, 2015",62.781
"Mar 10, 2015",62.72
"Mar 09, 2015",62.634
"Mar 06, 2015",62.46
"Mar 05, 2015",62.381
"Mar 04, 2015",62.309
"Mar 03, 2015",61.819
"Mar 02, 2015",61.862
"Feb 27, 2015",61.659
"Feb 26, 2015",61.731
"Feb 25, 2015",61.862
"Feb 24, 2015",62.17
"Feb 23, 2015",62.163
"Feb 20, 2015",62.109
"Feb 19, 2015",62.138
"Feb 18, 2015",62.057
"Feb 17, 2015",62.157
"Feb 16, 2015",62.105
"Feb 13, 2015",62.076
"Feb 12, 2015",62.15
"Feb 11, 2015",62.382
"Feb 10, 2015",62.327
"Feb 09, 2015",62.149
"Feb 06, 2015",61.97
"Feb 05, 2015",61.709
"Feb 04, 2015",61.842
"Feb 03, 2015",61.596
"Feb 02, 2015",61.719
"Jan 30, 2015",62.02
"Jan 29, 2015",61.801
"Jan 28, 2015",61.358
"Jan 27, 2015",61.41
"Jan 26, 2015",61.48
"Jan 23, 2015",61.44
"Jan 22, 2015",61.605
"Jan 21, 2015",61.56
"Jan 20, 2015",61.655
"Jan 19, 2015",61.645
"Jan 16, 2015",61.87
"Jan 15, 2015",62.065
"Jan 14, 2015",62.095
"Jan 13, 2015",61.98
"Jan 12, 2015",62.075
"Jan 09, 2015",62.355
"Jan 08, 2015",62.675
"Jan 07, 2015",63.28
"Jan 06, 2015",63.575
"Jan 05, 2015",63.345
"Jan 02, 2015",63.285
"Jan 01, 2015",63.355
